cell rnc site sec maxpwr(rnc) zaresmoc(rbs) zaresmoc+kabel+asc pilot kabel pilot+kabel rbsid asc ret maxtilt tilt mechanical bazna sect antena pildbpa
MSENSZA 11 MSENSZ 1 398 394 425 279 29 310 45 1 0 60 0 0 RBS3202 S1C1 5 115
MSENSZB 11 MSENSZ 2 398 394 425 279 29 310 45 1 0 60 0 0 RBS3202 S2C1 5 115
MSENSZC 11 MSENSZ 3 398 394 425 279 29 310 45 1 0 60 0 0 RBS3202 S3C1 5 115
MSENSZD 11 MSENSZ 1 398 393 424 284 29 315 45 1 0 60 0 0 RBS3202 S1C2 5 109
MSENSZE 11 MSENSZ 2 397 392 423 284 29 315 45 1 0 60 0 0 RBS3202 S2C2 5 108
MSENSZF 11 MSENSZ 3 398 393 424 284 29 315 45 1 0 60 0 0 RBS3202 S3C2 5 109
MSENTA 11 MSENT 1 412 408 425 293 15 310 352 1 0 60 0 0 RBS3202 S1C1 5 115
MSENTB 11 MSENT 2 412 408 425 293 15 310 352 1 0 60 0 0 RBS3202 S2C1 3 115
MSGRAA 11 MSGRA 1 397 393 430 273 35 310 165 1 1 80 10 0 RBS3206 S1C1 2 120
MSGRAB 11 MSGRA 2 397 393 430 273 35 310 165 1 1 80 0 0 RBS3206 S2C1 2 120
MSGRAC 11 MSGRA 3 397 393 430 273 35 310 165 1 1 80 20 0 RBS3206 S3C1 2 120
MSGRAD 11 MSGRA 1 397 393 430 278 35 315 165 1 1 80 10 0 RBS3206 S1C2 2 115
MSGRADA 11 MSGRAD 1 404 400 425 285 23 310 142 1 1 60 0 0 RBS3202 S1C1 3 115
MSGRADB 11 MSGRAD 2 404 400 425 285 23 310 142 1 1 60 0 0 RBS3202 S2C1 3 115
MSGRADC 11 MSGRAD 3 404 400 425 285 23 310 142 1 1 60 0 0 RBS3202 S3C1 3 115
MSGRAE 11 MSGRA 2 397 393 430 278 35 315 165 1 1 80 0 0 RBS3206 S2C2 2 115
MSGRAF 11 MSGRA 3 397 393 430 278 35 315 165 1 1 80 20 0 RBS3206 S3C2 2 115
MSLIVNA 11 MSLIVN 1 407 403 430 283 25 310 65 1 0 80 0 0 RBS3206 S1C1 2 120
MSLIVNB 11 MSLIVN 2 407 403 430 283 25 310 65 1 0 80 0 0 RBS3206 S2C1 2 120
MSLIVNC 11 MSLIVN 3 406 402 430 282 26 310 65 1 0 80 0 0 RBS3206 S3C1 2 120
MSLIVND 11 MSLIVN 1 408 403 430 288 25 315 65 1 0 80 0 0 RBS3206 S1C2 2 115
MSLIVNE 11 MSLIVN 2 408 403 430 288 25 315 65 1 0 80 0 0 RBS3206 S2C2 2 115
MSLIVNF 11 MSLIVN 3 407 402 430 287 26 315 65 1 0 80 0 0 RBS3206 S3C2 2 115
MSREDA 11 MSRED 1 434 430 446 294 14 310 270 1 0 60 0 0 RBS3206M S1C1 5 136
MSREDB 11 MSRED 2 434 430 446 294 14 310 270 1 0 80 0 0 RBS3206M S2C1 2 136
MSTARSA 11 MSTARS 1 399 395 430 275 33 310 268 1 0 60 0 0 RBS3206M S1C1 3 120
MSTARSB 11 MSTARS 2 401 397 430 287 31 320 268 1 0 60 0 0 RBS3206M S2C1 3 110
MSTARSC 11 MSTARS 3 399 395 430 275 33 310 268 1 0 60 0 0 RBS3206M S3C1 3 120
MSTARSD 11 MSTARS 1 399 395 430 280 33 315 268 1 0 60 0 0 RBS3206M S1C2 3 115
MSTARSE 11 MSTARS 2 401 397 430 287 31 320 268 1 0 60 0 0 RBS3206M S2C2 3 110
MSTARSF 11 MSTARS 3 399 395 430 280 33 315 268 1 0 60 0 0 RBS3206M S3C2 3 115
MSTRMA 11 MSTRM 1 421 417 448 279 29 310 349 1 0 0 0 0 RBS3206 S1C1 0 138
MSTRMB 11 MSTRM 2 421 417 448 279 29 310 349 1 0 0 0 0 RBS3206 S2C1 0 138
MSTRMC 11 MSTRM 3 422 416 446 280 28 310 349 1 0 0 0 0 RBS3206 S3C1 0 136
MSTUDA 11 MSTUD 1 412 408 430 268 20 290 58 1 1 80 40 0 RBS3206 S1C1 2 140
MSTUDB 11 MSTUD 2 412 408 430 298 20 320 58 1 1 80 40 0 RBS3206 S2C1 2 110
MSTUDC 11 MSTUD 3 412 408 430 298 20 320 58 1 1 80 40 0 RBS3206 S3C1 2 110
MSTUDD 11 MSTUD 1 412 408 430 278 20 300 58 1 1 80 40 0 RBS3206 S1C2 2 130
MSTUDE 11 MSTUD 2 412 408 430 298 20 320 58 1 1 80 40 0 RBS3206 S2C2 2 110
MSTUDF 11 MSTUD 3 412 408 430 298 20 320 58 1 1 80 40 0 RBS3206 S3C2 2 110
MSVANAA 11 MSVANA 1 426 422 448 264 24 290 326 1 0 80 0 0 RBS3206 S1C1 2 158
MSVANAB 11 MSVANA 2 426 422 448 264 24 290 326 1 0 80 0 0 RBS3206 S2C1 2 158
MSVANAC 11 MSVANA 3 426 422 448 264 24 290 326 1 0 80 0 0 RBS3206 S3C1 2 158
MSVANAD 11 MSVANA 1 456 452 478 274 24 300 326 1 0 80 0 0 RBS3206 S1C2 2 178
MSVANAE 11 MSVANA 2 456 452 478 274 24 300 326 1 0 80 0 0 RBS3206 S2C2 2 178
MSVANAF 11 MSVANA 3 456 452 478 274 24 300 326 1 0 80 0 0 RBS3206 S3C2 2 178
MTABORA 11 MTABOR 1 397 392 430 262 36 300 91 1 1 80 30 0 RBS3206 S1C1 2 130
MTABORB 11 MTABOR 2 397 392 430 272 36 310 91 1 1 80 20 0 RBS3206 S2C1 2 120
MTABORC 11 MTABOR 3 397 392 430 262 36 300 91 1 1 80 20 0 RBS3206 S3C1 2 130
MTABORD 11 MTABOR 1 397 392 430 272 36 310 91 1 1 80 30 0 RBS3206 S1C2 2 120
MTABORE 11 MTABOR 2 397 392 430 282 36 320 91 1 1 80 20 0 RBS3206 S2C2 2 110
MTABORF 11 MTABOR 3 397 392 430 272 36 310 91 1 1 80 20 0 RBS3206 S3C2 2 120
MTEPANA 11 MTEPAN 1 403 399 430 279 29 310 212 1 0 60 0 0 RBS6201V2W S1C1 3 120
MTEPANB 11 MTEPAN 2 403 399 430 279 29 310 212 1 0 60 0 0 RBS6201V2W S2C1 3 120
MTEPANC 11 MTEPAN 3 403 399 430 279 29 310 212 1 0 60 0 0 RBS6201V2W S3C1 3 120
MTEPAND 11 MTEPAN 1 403 399 430 284 29 315 212 1 0 60 0 0 RBS6201V2W S1C2 3 115
MTEPANE 11 MTEPAN 2 403 399 430 284 29 315 212 1 0 60 0 0 RBS6201V2W S2C2 3 115
MTEPANF 11 MTEPAN 3 403 399 430 284 29 315 212 1 0 60 0 0 RBS6201V2W S3C2 3 115
MTEZNOA 11 MTEZNO 1 395 391 425 256 32 290 143 1 1 60 20 0 RBS3202 S1C1 3 135
MTEZNOB 11 MTEZNO 2 396 392 425 267 31 300 143 1 1 60 20 0 RBS3202 S2C1 3 125
MVIDEMA 11 MVIDEM 1 419 415 446 289 29 320 325 1 0 60 0 0 RBS3206M S1C1 3 126
MVIDEMB 11 MVIDEM 2 419 415 446 289 29 320 325 1 0 60 0 0 RBS3206M S2C1 3 126
MVRBANA 11 MVRBAN 1 420 416 448 298 30 330 411 1 0 80 0 0 RBS3206M S1C1 2 118
MVRBANB 11 MVRBAN 2 420 416 448 298 30 330 411 1 0 80 0 0 RBS3206M S2C1 2 118
MVRBANC 11 MVRBAN 3 420 416 448 298 30 330 411 1 0 80 0 0 RBS3206M S3C1 2 118
MVUZEA 11 MVUZE 1 406 401 430 271 27 300 249 1 0 60 0 0 RBS3206M S1C1 3 130
MVUZEB 11 MVUZE 2 406 401 430 271 27 300 249 1 0 60 0 0 RBS3206M S2C1 3 130
MVUZEC 11 MVUZE 3 406 401 430 271 27 300 249 1 0 60 0 0 RBS3206M S3C1 3 130
MVUZED 11 MVUZE 1 406 401 430 281 27 310 249 1 0 60 0 0 RBS3206M S1C2 3 120
MVUZEE 11 MVUZE 2 406 401 430 281 27 310 249 1 0 60 0 0 RBS3206M S2C2 3 120
MVUZEF 11 MVUZE 3 406 401 430 281 27 310 249 1 0 60 0 0 RBS3206M S3C2 3 120
MVUZENA 11 MVUZEN 1 404 400 425 285 23 310 23 1 0 60 0 0 RBS3202 S1C1 3 115
MVUZENB 11 MVUZEN 2 404 400 425 285 23 310 23 1 0 60 0 0 RBS3202 S2C1 3 115
MZAMUA 11 MZAMU 1 403 399 425 274 24 300 63 1 0 60 0 0 RBS3202 S1C1 3 125
MZAVRHA 11 MZAVRH 1 395 391 425 266 34 300 424 0 0 60 0 0 RBS3202 S1C1 5 125
MZAVRHB 11 MZAVRH 2 395 391 425 266 34 300 424 0 0 60 0 0 RBS3202 S2C1 5 125
MZAVRHC 11 MZAVRH 3 395 391 425 266 34 300 424 0 0 60 0 0 RBS3202 S3C1 5 125
MZGPOLA 11 MZGPOL 1 398 394 425 279 29 310 413 1 0 80 0 0 RBS3202 S1C1 2 115
MZGPOLB 11 MZGPOL 2 398 394 425 279 29 310 413 1 0 80 0 0 RBS3202 S2C1 2 115
NBELSIA 11 NBELSI 1 452 448 448 300 0 300 394 0 0 60 0 0 RBS3206 S1C1 5 148
NBICA 11 NBIC 1 400 396 425 281 27 310 283 1 0 60 0 0 RBS3202 S1C1 3 115
NBIZELA 11 NBIZEL 1 404 399 424 285 23 310 353 1 0 60 0 0 RBS3202 S1C1 3 114
NBIZELD 11 NBIZEL 1 412 407 432 290 23 315 353 1 0 60 0 0 RBS3202 S1C2 3 117
NBLANCA 11 NBLANC 1 401 397 425 284 26 312 388 1 0 60 0 0 RBS3202 S1C1 5 113
NBRESTA 11 NBREST 1 396 392 425 277 31 310 68 1 0 60 0 0 RBS3202 S1C1 3 115
NBRESTB 11 NBREST 2 396 392 425 287 31 320 68 1 0 80 0 0 RBS3202 S2C1 2 105
NBRESTC 11 NBREST 3 396 392 425 277 31 310 68 1 0 60 0 0 RBS3202 S3C1 3 115
NBRESZA 11 NBRESZ 1 408 403 430 273 25 300 202 1 1 80 0 0 RBS3206 S1C1 2 130
NBRESZB 11 NBRESZ 2 408 403 430 273 25 300 202 1 1 80 20 0 RBS3206 S2C1 2 130
NBRESZC 11 NBRESZ 3 408 403 430 273 25 300 202 1 1 80 20 0 RBS3206 S3C1 2 130
NBRESZD 11 NBRESZ 1 408 403 430 283 25 310 202 1 1 80 0 0 RBS3206 S1C2 2 120
NBRESZE 11 NBRESZ 2 408 403 430 283 25 310 202 1 1 80 20 0 RBS3206 S2C2 2 120
NBRESZF 11 NBRESZ 3 408 403 430 283 25 310 202 1 1 80 20 0 RBS3206 S3C2 2 120
NBRETVA 11 NBRETV 1 422 418 448 270 28 300 243 1 1 60 0 0 RBS3206 S1C1 3 148
NBRETVB 11 NBRETV 2 422 418 448 270 28 300 243 1 1 60 10 0 RBS3206 S2C1 3 148
NBRETVC 11 NBRETV 3 422 418 448 270 28 300 243 1 1 60 30 0 RBS3206 S3C1 3 148
NBREZA 11 NBREZ 1 410 406 425 281 17 300 158 1 1 60 10 0 RBS3202 S1C1 5 125
NBREZB 11 NBREZ 2 410 406 425 281 17 300 158 1 1 80 40 0 RBS3202 S2C1 2 125
NBREZC 11 NBREZ 3 418 414 433 281 17 300 158 1 1 60 10 0 RBS3202 S3C1 5 133
NBREZD 11 NBREZ 1 417 413 432 291 17 310 158 1 1 60 10 0 RBS3202 S1C2 5 122
NBREZE 11 NBREZ 2 417 413 432 291 17 310 158 1 1 80 40 0 RBS3202 S2C2 2 122
NBREZF 11 NBREZ 3 417 414 433 291 17 310 158 1 1 60 10 0 RBS3202 S3C2 5 123
NCADRAA 11 NCADRA 1 399 395 425 280 28 310 75 1 0 60 0 0 RBS3202 S1C1 3 115
NCADRAB 11 NCADRA 2 405 401 433 278 30 310 75 1 0 60 0 0 RBS3202 S2C1 3 123
NCADRAC 11 NCADRA 3 399 395 425 280 28 310 75 1 0 60 0 0 RBS3202 S3C1 3 115
NCATEA 11 NCATE 1 403 399 431 268 30 300 192 1 0 60 0 0 RBS3202 S1C1 3 131
NCATEB 11 NCATE 2 402 398 431 267 31 300 192 1 0 60 0 0 RBS3202 S2C1 3 131
NCEMSEA 11 NCEMSE 1 395 391 425 296 32 330 196 1 0 60 0 0 RBS3202 S1C1 3 95
NCEMSEB 11 NCEMSE 2 395 391 425 296 32 330 196 1 0 60 0 0 RBS3202 S2C1 3 95
NCESCAA 11 NCESCA 1 413 409 448 271 37 310 396 1 1 60 50 0 RBS3206 S1C1 5 138
NCESCAB 11 NCESCA 2 413 409 448 271 37 310 396 1 1 60 30 0 RBS3206 S2C1 5 138
NCESCAC 11 NCESCA 3 413 409 448 271 37 310 396 1 1 60 0 0 RBS3206 S3C1 3 138
NCRNOA 11 NCRNO 1 425 421 448 283 25 310 271 1 0 60 0 0 RBS3206 S1C1 3 138
NCRNOB 11 NCRNO 2 425 421 448 283 25 310 271 1 0 60 0 0 RBS3206 S2C1 3 138
NCRNOC 11 NCRNO 3 425 421 448 283 25 310 271 1 0 60 0 0 RBS3206 S3C1 3 138
NCRNOMA 11 NCRNOM 1 400 395 430 275 33 310 176 1 0 60 0 0 RBS3206 S1C1 5 120
NCRNOMB 11 NCRNOM 2 402 395 430 275 33 310 176 1 0 60 0 0 RBS3206 S2C1 5 120
NCRNOMC 11 NCRNOM 3 400 395 430 275 33 310 176 1 0 60 0 0 RBS3206 S3C1 5 120
NCRNOMD 11 NCRNOM 1 400 395 430 285 33 320 176 1 0 60 0 0 RBS3206 S1C2 5 110
NCRNOME 11 NCRNOM 2 400 395 430 285 33 320 176 1 0 60 0 0 RBS3206 S2C2 5 110
NCRNOMF 11 NCRNOM 3 400 395 430 285 33 320 176 1 0 60 0 0 RBS3206 S3C2 5 110
NCTOPLA 11 NCTOPL 1 424 420 448 302 26 330 203 1 0 80 0 0 RBS3206 S1C1 2 118
NCTOPLB 11 NCTOPL 2 424 420 448 302 26 330 203 1 0 80 0 0 RBS3206 S2C1 2 118
NCTOPLC 11 NCTOPL 3 424 420 448 282 26 310 203 1 0 80 0 0 RBS3206 S3C1 2 138
NDOBOVA 11 NDOBOV 1 412 408 446 282 36 320 391 1 0 60 0 0 RBS3206M S1C1 5 126
NDOBOVB 11 NDOBOV 2 412 408 446 282 36 320 391 1 0 60 0 0 RBS3206M S2C1 5 126
NDOBOVC 11 NDOBOV 3 412 408 446 272 36 310 391 1 0 60 0 0 RBS3206M S3C1 5 136
NDOBRUA 11 NDOBRU 1 403 398 430 258 30 290 284 1 0 60 0 0 RBS3206M S1C1 3 140
NDOBRUB 11 NDOBRU 2 403 398 430 268 30 300 284 1 0 60 0 0 RBS3206M S2C1 3 130
NDOBRUC 11 NDOBRU 3 403 398 430 268 30 300 284 1 0 60 0 0 RBS3206M S3C1 3 130
NDOBRUD 11 NDOBRU 1 403 398 430 268 30 300 284 1 0 60 0 0 RBS3206M S1C2 3 130
NDOBRUE 11 NDOBRU 2 403 398 430 278 30 310 284 1 0 60 0 0 RBS3206M S2C2 3 120
NDOBRUF 11 NDOBRU 3 403 398 430 278 30 310 284 1 0 60 0 0 RBS3206M S3C2 3 120
NDOLKA 11 NDOLK 1 402 398 425 303 25 330 197 1 0 60 0 0 RBS3202 S1C1 3 95
NDOLKB 11 NDOLK 2 402 398 425 303 25 330 197 1 0 60 0 0 RBS3202 S2C1 3 95
NDRNOVA 11 NDRNOV 1 406 402 430 272 26 300 106 1 0 60 0 0 RBS6201V2W S1C1 3 130
NDRNOVB 11 NDRNOV 2 406 402 430 272 26 300 106 1 0 60 0 0 RBS6201V2W S2C1 3 130
NDRNOVC 11 NDRNOV 3 406 402 430 272 26 300 106 1 0 60 0 0 RBS6201V2W S3C1 3 130
NDRNOVD 11 NDRNOV 1 406 402 430 272 26 300 106 1 0 60 0 0 RBS6201V2W S1C2 3 130
NDRNOVE 11 NDRNOV 2 406 402 430 272 26 300 106 1 0 60 0 0 RBS6201V2W S2C2 3 130
NDRNOVF 11 NDRNOV 3 406 402 430 272 26 300 106 1 0 60 0 0 RBS6201V2W S3C2 3 130
NDTOPLA 11 NDTOPL 1 396 392 425 277 31 310 38 1 0 60 0 0 RBS3202 S1C1 3 115
NDTOPLB 11 NDTOPL 2 396 392 425 277 31 310 38 1 0 60 0 0 RBS3202 S2C1 5 115
NGRMOA 11 NGRMO 1 397 393 425 268 30 300 253 1 0 60 0 0 RBS3202 S1C1 3 125
NGRMOB 11 NGRMO 2 399 395 425 270 28 300 253 1 0 60 0 0 RBS3202 S2C1 3 125
NHINJEA 21 NHINJE 1 432 428 460 298 30 330 343 1 0 60 0 0 RBS3206 S1C1 5 130
NHINJEB 21 NHINJE 2 432 428 460 298 30 330 343 1 0 60 0 0 RBS3206 S2C1 5 130
NHINJEC 21 NHINJE 3 432 428 460 298 30 330 343 1 0 60 0 0 RBS3206 S3C1 3 130
NHINJEG 21 NHINJE 4 432 428 460 266 30 298 343 1 0 0 0 0 RBS3206 S4C1 0 162
NHOMA 11 NHOM 1 408 404 433 281 27 310 392 1 0 60 0 0 RBS3202 S1C1 3 123
NKAMENA 11 NKAMEN 1 402 397 425 282 26 310 366 1 0 0 0 0 RBS3202 S1C1 0 115
NKAMENB 11 NKAMEN 2 402 397 425 282 26 310 366 1 0 0 0 0 RBS3202 S2C1 0 115
NKAMENC 11 NKAMEN 3 402 397 425 282 26 310 366 1 0 0 0 0 RBS3202 S3C1 0 115
NKAPELA 11 NKAPEL 1 426 422 446 292 22 316 415 1 0 60 0 0 RBS3216 S1C1 5 130
NKAPELB 11 NKAPEL 2 428 424 448 292 22 316 415 1 0 80 0 0 RBS3216 S2C1 2 132
NKAPELC 11 NKAPEL 3 428 424 448 292 22 316 415 1 0 60 0 0 RBS3216 S3C1 5 132
NKORENA 11 NKOREN 1 394 389 425 284 34 320 296 1 0 60 0 0 RBS3202 S1C1 3 105
NKRAKA 11 NKRAK 1 407 403 431 272 26 300 295 1 0 60 0 0 RBS3202 S1C1 3 131
NKRAKB 11 NKRAK 2 407 403 431 272 26 300 295 1 0 60 0 0 RBS3202 S2C1 3 131
NKRAKC 11 NKRAK 3 398 394 422 272 26 300 295 1 0 60 0 0 RBS3202 S3C1 3 122
NKRKAA 11 NKRKA 1 391 387 448 259 59 320 155 1 1 80 10 0 RBS3206 S1C1 2 128
NKRKAB 11 NKRKA 2 391 387 448 259 59 320 155 1 1 80 20 0 RBS3206 S2C1 2 128
NKRKAC 11 NKRKA 3 391 387 448 259 59 320 155 1 1 80 40 0 RBS3206 S3C1 2 128
NKRKAD 11 NKRKA 1 389 385 446 259 59 320 155 1 1 80 10 0 RBS3206 S1C2 2 126
NKRKAE 11 NKRKA 2 389 385 446 259 59 320 155 1 1 80 20 0 RBS3206 S2C2 2 126
NKRKAF 11 NKRKA 3 389 385 446 259 59 320 155 1 1 80 40 0 RBS3206 S3C2 2 126
NKRSKOA 11 NKRSKO 1 402 398 430 268 30 300 157 1 0 0 0 0 RBS6201V2W S1C1 0 130
NKRSKOB 11 NKRSKO 2 402 398 430 268 30 300 157 1 0 0 0 0 RBS6201V2W S2C1 0 130
NKRSKOC 11 NKRSKO 3 402 398 430 268 30 300 157 1 0 0 0 0 RBS6201V2W S3C1 0 130
NKRSKOD 11 NKRSKO 1 402 398 430 278 30 310 157 1 0 0 0 0 RBS6201V2W S1C2 0 120
NKRSKOE 11 NKRSKO 2 402 398 430 278 30 310 157 1 0 0 0 0 RBS6201V2W S2C2 0 120
NKRSKOF 11 NKRSKO 3 402 398 430 278 30 310 157 1 0 0 0 0 RBS6201V2W S3C2 0 120
NLESKOA 11 NLESKO 1 400 396 430 266 32 300 200 1 0 60 0 0 RBS6201V2W S1C1 5 130
NLESKOB 11 NLESKO 2 400 396 430 266 32 300 200 1 0 60 0 0 RBS6201V2W S2C1 5 130
NLESKOC 11 NLESKO 3 400 396 430 266 32 300 200 1 0 60 0 0 RBS6201V2W S3C1 5 130
NLESKOD 11 NLESKO 1 400 396 430 276 32 310 200 1 0 60 0 0 RBS6201V2W S1C2 5 120
NLESKOE 11 NLESKO 2 400 396 430 276 32 310 200 1 0 60 0 0 RBS6201V2W S2C2 5 120
NLESKOF 11 NLESKO 3 400 396 430 276 32 310 200 1 0 60 0 0 RBS6201V2W S3C2 5 120
NMDAVKA 11 NMDAVK 1 441 437 448 309 9 320 175 1 1 60 30 0 RBS3206 S1C1 3 128
NMDAVKB 11 NMDAVK 2 441 437 448 314 9 325 175 1 1 60 30 0 RBS3206 S2C1 3 123
NMDAVKC 11 NMDAVK 3 441 437 448 309 9 320 175 1 1 60 50 0 RBS3206 S3C1 3 128
NMDAVKD 11 NMDAVK 1 439 435 446 309 9 320 175 1 1 60 30 0 RBS3206 S1C2 3 126
NMDAVKE 11 NMDAVK 2 439 435 446 309 9 320 175 1 1 60 30 0 RBS3206 S2C2 3 126
NMDAVKF 11 NMDAVK 3 439 435 446 309 9 320 175 1 1 60 50 0 RBS3206 S3C2 3 126
NMDRSKA 11 NMDRSK 1 422 417 448 284 29 315 364 1 1 80 60 0 RBS3206 S1C1 2 133
NMDRSKB 11 NMDRSK 2 422 417 448 284 29 315 364 1 1 80 40 0 RBS3206 S2C1 2 133
NMETLIA 11 NMETLI 1 401 397 425 282 26 310 46 1 0 60 0 0 RBS3202 S1C1 3 115
NMETLIB 11 NMETLI 2 401 397 425 282 26 310 46 1 0 60 0 0 RBS3202 S2C1 3 115
NMETLIC 11 NMETLI 3 401 397 425 282 26 310 46 1 0 60 0 0 RBS3202 S3C1 3 115
NMETLJA 11 NMETLJ 1 395 391 425 266 32 300 314 1 0 60 0 0 RBS3202 S1C1 3 125
NMETLJB 11 NMETLJ 2 395 391 425 266 32 300 314 1 0 60 0 0 RBS3202 S2C1 3 125
NMETLJC 11 NMETLJ 3 395 391 425 266 32 300 314 1 0 60 0 0 RBS3202 S3C1 3 125
NMIRNAA 11 NMIRNA 1 399 395 425 270 28 300 406 1 1 60 10 0 RBS3202 S1C1 3 125
NMIRNAB 11 NMIRNA 2 399 395 425 270 28 300 406 1 1 60 30 0 RBS3202 S2C1 3 125
NMIRNAC 11 NMIRNA 3 399 395 425 270 28 300 406 1 1 60 20 0 RBS3202 S3C1 3 125
NMOKRA 11 NMOKR 1 403 399 425 294 24 320 341 1 0 60 0 0 RBS3202 S1C1 5 105
NMOKRB 11 NMOKR 2 403 399 425 294 24 320 341 1 0 60 0 0 RBS3202 S2C1 5 105
NMOKRC 11 NMOKR 3 403 399 425 294 24 320 341 1 0 60 0 0 RBS3202 S3C1 5 105
NMOKRIA 11 NMOKRI 1 395 391 425 266 34 300 59 0 0 100 0 0 RBS3202 S1C1 1 125
NMPECSA 11 NMPECS 1 399 395 425 270 28 300 404 1 0 60 0 0 RBS3202 S1C1 5 125
NMPECSB 11 NMPECS 2 399 395 425 270 28 300 404 1 0 60 0 0 RBS3202 S2C1 5 125
NMREGRA 11 NMREGR 1 399 394 425 279 29 310 329 1 1 80 40 0 RBS3202 S1C1 2 115
NMREGRB 11 NMREGR 2 399 394 425 279 29 310 329 1 1 60 0 0 RBS3202 S2C1 3 115
NMREGRC 11 NMREGR 3 399 394 425 279 29 310 329 1 1 80 40 0 RBS3202 S3C1 2 115
NMTKA 11 NMTK 1 389 385 430 270 43 315 182 1 1 60 10 0 RBS3206 S1C1 3 115
NMTKB 11 NMTK 2 389 385 430 255 43 300 182 1 1 60 10 0 RBS3206 S2C1 3 130
NMTKC 11 NMTK 3 389 385 430 265 43 310 182 1 1 60 0 0 RBS3206 S3C1 3 120
NMTKD 11 NMTK 1 389 385 430 270 43 315 182 1 1 60 10 0 RBS3206 S1C2 3 115
NMTKE 11 NMTK 2 389 385 430 265 43 310 182 1 1 60 10 0 RBS3206 S2C2 3 120
NMTKF 11 NMTK 3 389 385 430 270 43 315 182 1 1 60 0 0 RBS3206 S3C2 3 115
NOTOA 11 NOTO 1 397 393 425 288 30 320 213 1 0 60 0 0 RBS3202 S1C1 5 105
NOTOB 11 NOTO 2 397 393 425 288 30 320 213 1 0 60 0 0 RBS3202 S2C1 5 105
NPIONA 11 NPION 1 381 377 430 257 51 310 186 1 1 60 30 0 RBS3216 S1C1 5 120
NPIONB 11 NPION 2 381 377 430 257 51 310 186 1 1 60 20 0 RBS3216 S2C1 5 120
NPIONC 11 NPION 3 381 377 430 257 51 310 186 1 1 60 10 0 RBS3216 S3C1 5 120
NPIOND 11 NPION 1 381 377 430 262 51 315 186 1 1 60 30 0 RBS3216 S1C2 5 115
NPIONE 11 NPION 2 381 377 430 262 51 315 186 1 1 60 20 0 RBS3216 S2C2 5 115
NPIONF 11 NPION 3 381 377 430 262 51 315 186 1 1 60 10 0 RBS3216 S3C2 5 115
NPODBOA 11 NPODBO 1 388 384 425 269 39 310 346 1 0 60 0 0 RBS3202 S1C1 3 115
NPODBOB 11 NPODBO 2 388 384 425 269 39 310 346 1 0 80 0 0 RBS3202 S2C1 2 115
NPODBOC 11 NPODBO 3 388 384 425 269 39 310 346 1 0 80 0 0 RBS3202 S3C1 2 115
NPOHANA 11 NPOHAN 1 446 442 478 264 34 300 294 1 0 80 0 0 RBS3206M S1C1 2 178
NPOHANB 11 NPOHAN 2 446 442 478 264 34 300 294 1 0 80 0 0 RBS3206M S2C1 2 178
NPOHANC 11 NPOHAN 3 446 442 478 264 34 300 294 1 0 80 0 0 RBS3206M S3C1 2 178
NRAVNOA 11 NRAVNO 1 424 420 446 289 24 315 254 1 0 60 0 0 RBS3206M S1C1 3 131
NRAVNOB 11 NRAVNO 2 424 420 446 289 24 315 254 1 0 60 0 0 RBS3206M S2C1 3 131
NREVOZA 11 NREVOZ 1 394 390 425 265 33 300 156 1 1 60 10 0 RBS3202 S1C1 5 125
NREVOZB 11 NREVOZ 2 394 390 425 265 33 300 156 1 1 60 20 0 RBS3202 S2C1 5 125
NREVOZC 11 NREVOZ 3 394 390 425 265 33 300 156 1 1 60 50 0 RBS3202 S3C1 5 125
NRIBNIA 11 NRIBNI 1 397 392 425 282 31 315 360 1 0 60 0 0 RBS3202 S1C1 3 110
NROVISA 11 NROVIS 1 406 402 431 281 27 310 430 1 0 60 0 0 RBS3202 S1C1 3 121
NROVISB 11 NROVIS 2 406 402 431 281 27 310 430 1 0 60 0 0 RBS3202 S2C1 3 121
NSENOA 11 NSENO 1 402 398 425 283 25 310 236 1 0 60 0 0 RBS3202 S1C1 5 115
NSENOB 11 NSENO 2 402 398 425 273 25 300 236 1 0 60 0 0 RBS3202 S2C1 5 125
NSENOC 11 NSENO 3 402 398 425 273 25 300 236 1 0 60 0 0 RBS3202 S3C1 5 125
NSENTJA 11 NSENTJ 1 409 405 425 280 18 300 178 1 0 60 0 0 RBS3202 S1C1 5 125
NSENTJB 11 NSENTJ 2 409 405 425 280 18 300 178 1 0 60 0 0 RBS3202 S2C1 5 125
NSENTJC 11 NSENTJ 3 409 405 425 280 18 300 178 1 0 60 0 0 RBS3202 S3C1 5 125
NSENTJD 11 NSENTJ 1 410 404 424 285 18 305 178 1 0 60 0 0 RBS3202 S1C2 5 119
NSENTJE 11 NSENTJ 2 410 404 424 285 18 305 178 1 0 60 0 0 RBS3202 S2C2 5 119
NSENTJF 11 NSENTJ 3 410 404 424 285 18 305 178 1 0 60 0 0 RBS3202 S3C2 5 119
NSEVGDA 11 NSEVGD 1 400 396 425 271 27 300 25 1 0 60 0 0 RBS3202 S1C1 3 125
NSEVGDB 11 NSEVGD 2 400 396 425 271 27 300 25 1 0 60 0 0 RBS3202 S2C1 3 125
NSEVNIA 11 NSEVNI 1 405 401 430 286 27 315 363 1 1 60 0 0 RBS3206 S1C1 3 115
NSEVNIB 11 NSEVNI 2 405 401 430 286 27 315 363 1 1 60 0 0 RBS3206 S2C1 3 115
