cell rnc site sec maxpwr(rnc) zaresmoc(rbs) zaresmoc+kabel+asc pilot kabel pilot+kabel rbsid asc ret maxtilt tilt mechanical bazna sect antena pildbpa
AKOSEGB 21 AKOSEG 2 415 412 433 279 19 300 6 1 1 80 40 0 RBS3202 S2C1 2 133
AKOSEGC 21 AKOSEG 3 414 412 433 269 19 290 6 1 1 80 50 0 RBS3202 S3C1 2 143
AKOSEGD 21 AKOSEG 1 410 403 423 270 18 290 6 1 1 80 30 0 RBS3202 S1C2 2 133
AKOSEGE 21 AKOSEG 2 409 402 423 269 19 290 6 1 1 80 40 0 RBS3202 S2C2 2 133
AKOSEGF 21 AKOSEG 3 409 402 423 269 19 290 6 1 1 80 50 0 RBS3202 S3C2 2 133
AKOSETA 21 AKOSET 1 430 425 430 305 5 310 296 0 0 60 0 0 RBS3418 S1C1 3 120
AKOSETB 21 AKOSET 2 430 425 430 305 5 310 296 0 0 60 0 0 RBS3418 S2C1 3 120
AKOSETC 21 AKOSET 3 430 425 430 305 5 310 296 0 0 60 0 0 RBS3418 S3C1 3 120
AKOSETD 21 AKOSET 1 430 425 430 295 5 300 296 0 0 60 0 0 RBS3418 S1C2 3 130
AKOSETE 21 AKOSET 2 430 425 430 295 5 300 296 0 0 60 0 0 RBS3418 S2C2 3 130
AKOSETF 21 AKOSET 3 430 425 430 295 5 300 296 0 0 60 0 0 RBS3418 S3C2 3 130
AKOSEZA 21 AKOSEZ 1 425 421 446 265 23 290 57 1 1 60 20 0 RBS3206 S1C1 5 156
AKOSEZB 21 AKOSEZ 2 425 421 446 275 23 300 57 1 1 60 50 0 RBS3206 S2C1 5 146
AKOSEZC 21 AKOSEZ 3 425 421 446 275 23 300 57 1 1 60 40 0 RBS3206 S3C1 5 146
AKOSEZD 21 AKOSEZ 1 425 421 446 275 23 300 57 1 1 60 20 0 RBS3206 S1C2 5 146
AKOSEZE 21 AKOSEZ 2 425 421 446 285 23 310 57 1 1 60 50 0 RBS3206 S2C2 5 136
AKOSEZF 21 AKOSEZ 3 425 421 446 285 23 310 57 1 1 60 40 0 RBS3206 S3C2 5 136
AKOSMEA 21 AKOSME 1 427 423 446 267 21 290 226 1 1 60 40 0 RBS3206 S1C1 5 156
AKOSMEB 21 AKOSME 2 428 424 446 268 20 290 226 1 1 80 50 0 RBS3206 S2C1 2 156
AKOSMEC 21 AKOSME 3 426 422 446 266 22 290 226 1 1 60 50 0 RBS3206 S3C1 5 156
AKOSMED 21 AKOSME 1 427 423 446 277 21 300 226 1 1 60 40 0 RBS3206 S1C2 5 146
AKOSMEE 21 AKOSME 2 428 424 446 278 20 300 226 1 1 80 50 0 RBS3206 S2C2 2 146
AKOSMEF 21 AKOSME 3 426 422 446 276 22 300 226 1 1 60 50 0 RBS3206 S3C2 5 146
AKOTNIA 21 AKOTNI 1 443 439 448 271 7 280 242 1 1 100 100 0 RBS3206 S1C1 1 168
AKOTNIB 21 AKOTNI 2 439 434 448 286 12 300 242 1 1 100 100 0 RBS3206 S2C1 1 148
AKOTNIC 21 AKOTNI 3 439 434 448 286 12 300 242 1 1 100 100 0 RBS3206 S3C1 1 148
AKOTNID 21 AKOTNI 1 441 437 446 281 7 290 242 1 1 100 100 0 RBS3206 S1C2 1 156
AKOTNIE 21 AKOTNI 2 437 432 446 286 12 300 242 1 1 100 100 0 RBS3206 S2C2 1 146
AKOTNIF 21 AKOTNI 3 437 432 446 286 12 300 242 1 1 100 100 0 RBS3206 S3C2 1 146
AKOVINA 21 AKOVIN 1 423 419 431 278 10 290 119 1 1 80 60 0 RBS3202 S1C1 4 141
AKOVINB 21 AKOVIN 2 423 419 431 278 10 290 119 1 1 80 50 0 RBS3202 S2C1 4 141
AKOVINC 21 AKOVIN 3 423 419 431 278 10 290 119 1 1 80 30 0 RBS3202 S3C1 4 141
AKOZARA 21 AKOZAR 1 412 408 430 303 20 325 48 1 1 80 50 0 RBS6201V2W S1C1 4 105
AKOZARB 21 AKOZAR 2 411 407 430 302 21 325 48 1 1 80 50 0 RBS6201V2W S2C1 4 105
AKOZARC 21 AKOZAR 3 411 407 430 302 21 325 48 1 1 80 40 0 RBS6201V2W S3C1 4 105
AKOZARD 21 AKOZAR 1 412 408 430 281 20 303 48 1 1 80 50 0 RBS6201V2W S1C2 4 127
AKOZARE 21 AKOZAR 2 411 407 430 279 21 302 48 1 1 80 50 0 RBS6201V2W S2C2 4 128
AKOZARF 21 AKOZAR 3 411 407 430 279 21 302 48 1 1 80 40 0 RBS6201V2W S3C2 4 128
AKRISXA 21 ABTCST 2 434 430 430 278 0 278 233 0 0 100 0 0 RBS6601W S2C1 1 152
AKRISXB 21 ABTCST 3 434 430 430 280 0 280 233 0 0 100 0 0 RBS6601W S3C1 1 150
ALGRADA 21 ALGRAD 1 323 319 370 199 51 250 181 0 0 0 0 0 RBS3303 S1C1 0 120
ALITIJA 21 ALITIJ 1 424 420 448 272 26 300 39 1 1 60 20 0 RBS3206 S1C1 5 148
ALITIJB 21 ALITIJ 2 424 420 448 272 26 300 39 1 1 60 30 0 RBS3206 S2C1 3 148
ALITIJC 21 ALITIJ 3 424 420 448 262 26 290 39 1 1 60 20 0 RBS3206 S3C1 5 158
ALITIJD 21 ALITIJ 1 422 418 446 282 26 310 39 1 1 60 20 0 RBS3206 S1C2 5 136
ALITIJE 21 ALITIJ 2 422 418 446 282 26 310 39 1 1 60 30 0 RBS3206 S2C2 3 136
ALITIJF 21 ALITIJ 3 422 418 446 272 26 300 39 1 1 60 20 0 RBS3206 S3C2 5 146
ALIVADA 21 ALIVAD 1 429 425 448 267 21 290 245 1 1 60 40 0 RBS3206 S1C1 5 158
ALIVADB 21 ALIVAD 2 426 422 448 274 24 300 245 1 1 60 40 0 RBS3206 S2C1 5 148
ALIVADC 21 ALIVAD 3 426 422 448 264 24 290 245 1 1 60 40 0 RBS3206 S3C1 5 158
ALIVADD 21 ALIVAD 1 429 425 448 277 21 300 245 1 1 60 40 0 RBS3206 S1C2 5 148
ALIVADE 21 ALIVAD 2 426 422 448 284 24 310 245 1 1 60 40 0 RBS3206 S2C2 5 138
ALIVADF 21 ALIVAD 3 426 422 448 274 24 300 245 1 1 60 40 0 RBS3206 S3C2 5 148
ALMLEKA 21 ALMLEK 1 432 428 448 270 18 290 270 1 1 60 50 0 RBS3206 S1C1 3 158
ALMLEKB 21 ALMLEK 2 421 417 448 259 29 290 270 1 1 60 50 0 RBS3206 S2C1 3 158
ALMLEKC 21 ALMLEK 3 421 417 448 259 29 290 270 1 1 60 60 0 RBS3206 S3C1 3 158
ALMLEKD 21 ALMLEK 1 431 426 446 280 18 300 270 1 1 60 50 0 RBS3206 S1C2 3 146
ALMLEKE 21 ALMLEK 2 420 415 446 269 29 300 270 1 1 60 50 0 RBS3206 S2C2 3 146
ALMLEKF 21 ALMLEK 3 420 415 446 269 29 300 270 1 1 60 60 0 RBS3206 S3C2 3 146
ALPPA 21 ALPP 1 412 407 430 272 21 295 301 1 1 60 30 0 RBS6201V2W S1C1 5 135
ALPPB 21 ALPP 2 410 405 430 270 23 295 301 1 1 60 40 0 RBS6201V2W S2C1 5 135
ALPPC 21 ALPP 3 410 405 430 275 23 300 301 1 1 60 40 0 RBS6201V2W S3C1 5 130
ALPPD 21 ALPP 1 412 407 430 282 21 305 301 1 1 60 30 0 RBS6201V2W S1C2 5 125
ALPPE 21 ALPP 2 410 405 430 280 23 305 301 1 1 60 40 0 RBS6201V2W S2C2 5 125
ALPPF 21 ALPP 3 410 405 430 285 23 310 301 1 1 60 40 0 RBS6201V2W S3C2 5 120
AMALENA 21 AMALEN 1 399 395 425 300 28 330 81 1 0 60 0 0 RBS3202 S1C1 3 95
AMALENB 21 AMALEN 2 402 398 425 303 25 330 81 1 0 60 0 0 RBS3202 S2C1 3 95
AMALENC 21 AMALEN 3 392 388 425 273 35 310 81 1 0 60 0 0 RBS3202 S3C1 3 115
AMHOTEA 21 AMHOTE 1 398 394 430 264 34 300 255 1 1 60 60 0 RBS6201V2W S1C1 3 130
AMHOTEB 21 AMHOTE 2 398 394 430 254 34 290 255 1 1 60 60 0 RBS6201V2W S2C1 3 140
AMHOTEC 21 AMHOTE 3 398 394 430 274 34 310 255 1 1 60 60 0 RBS6201V2W S3C1 3 120
AMHOTED 21 AMHOTE 1 398 394 430 274 34 310 255 1 1 60 60 0 RBS6201V2W S1C2 3 120
AMHOTEE 21 AMHOTE 2 398 394 430 264 34 300 255 1 1 60 60 0 RBS6201V2W S2C2 3 130
AMHOTEF 21 AMHOTE 3 398 394 430 264 34 300 255 1 1 60 60 0 RBS6201V2W S3C2 3 130
AMOBIA 21 AMOBI 1 411 407 430 267 21 290 36 1 1 80 20 0 RBS6201V2W S1C1 2 140
AMOBIB 21 AMOBI 2 412 408 430 268 20 290 36 1 1 80 50 0 RBS6201V2W S2C1 2 140
AMOBIC 21 AMOBI 3 434 430 430 220 0 220 36 0 0 80 0 0 RBS6201V2W S3C1 2 210
AMOBID 21 AMOBI 1 411 407 430 267 21 290 36 1 1 80 20 0 RBS6201V2W S1C2 2 140
AMOBIE 21 AMOBI 2 412 408 430 268 20 290 36 1 1 80 50 0 RBS6201V2W S2C2 2 140
AMOBIF 21 AMOBI 3 434 430 430 230 0 230 36 0 0 80 0 0 RBS6201V2W S3C2 2 200
AMOSTEA 21 AMOSTE 1 438 433 446 287 11 300 27 1 1 60 50 0 RBS3206 S1C1 5 146
AMOSTEB 21 AMOSTE 2 437 433 446 302 11 315 27 1 1 60 50 0 RBS3206 S2C1 5 131
AMOSTEC 21 AMOSTE 3 437 433 446 302 11 315 27 1 1 60 30 0 RBS3206 S3C1 5 131
AMOSTED 21 AMOSTE 1 437 433 446 277 11 290 27 1 1 60 50 0 RBS3206 S1C2 5 156
AMOSTEE 21 AMOSTE 2 437 433 446 297 11 310 27 1 1 60 50 0 RBS3206 S2C2 5 136
AMOSTEF 21 AMOSTE 3 437 433 446 287 11 300 27 1 1 60 30 0 RBS3206 S3C2 5 146
AMSCA 11 AMSC 1 428 424 424 260 0 260 1 0 0 0 0 0 RBS3202 S1C1 0 164
AMSCB 11 AMSC 2 429 425 425 260 0 260 1 0 0 0 0 0 RBS3202 S2C1 0 165
AMSCD 11 AMSC 2 430 425 425 220 0 220 1 0 0 0 0 0 RBS3202 S2C1 0 205
AMSCX 11 AMSC 2 430 425 425 220 0 220 1 0 0 0 0 0 RBS3202 S2C1 0 205
AMURGLA 21 AMURGL 1 423 419 448 281 27 310 22 1 1 60 50 0 RBS3206 S1C1 5 138
AMURGLB 21 AMURGL 2 421 417 448 279 29 310 22 1 1 60 40 0 RBS3206 S2C1 5 138
AMURGLC 21 AMURGL 3 419 415 448 277 31 310 22 1 1 60 40 0 RBS3206 S3C1 5 138
AMURGLD 21 AMURGL 1 421 417 446 286 27 315 22 1 1 60 50 0 RBS3206 S1C2 5 131
AMURGLE 21 AMURGL 2 419 415 446 284 29 315 22 1 1 60 40 0 RBS3206 S2C2 5 131
AMURGLF 21 AMURGL 3 417 413 446 282 31 315 22 1 1 60 40 0 RBS3206 S3C2 5 131
AMZSA 21 AMZS 1 414 410 430 270 18 290 70 1 1 80 40 0 RBS3206 S1C1 2 140
AMZSB 21 AMZS 2 403 399 430 259 29 290 70 1 1 80 40 0 RBS3206 S2C1 2 140
AMZSC 21 AMZS 3 400 396 430 256 32 290 70 1 1 80 70 0 RBS3206 S3C1 2 140
AMZSD 21 AMZS 1 414 410 430 280 18 300 70 1 1 80 40 0 RBS3206 S1C2 2 130
AMZSE 21 AMZS 2 403 399 430 269 29 300 70 1 1 80 40 0 RBS3206 S2C2 2 130
AMZSF 21 AMZS 3 400 396 430 266 32 300 70 1 1 80 70 0 RBS3206 S3C2 2 130
ANADGOA 21 ANADGO 1 414 410 431 279 19 300 32 1 1 60 10 0 RBS3202 S1C1 3 131
ANADGOB 21 ANADGO 2 414 410 431 269 19 290 32 1 1 60 20 0 RBS3202 S2C1 3 141
ANADGOC 21 ANADGO 3 414 410 431 284 19 305 32 1 1 60 30 0 RBS3202 S3C1 3 126
ANAMAA 21 ANAMA 1 426 421 448 273 25 300 116 1 1 60 40 0 RBS3206 S1C1 3 148
ANAMAB 21 ANAMA 5 422 418 446 271 26 299 116 1 1 60 60 0 RBS3206 S5C1 3 147
ANAMAC 21 ANAMA 2 433 429 448 251 17 270 116 1 1 60 60 0 RBS3206 S2C1 3 178
ANAMAH 21 ANAMA 3 413 409 448 251 37 290 116 1 1 60 60 0 RBS3206 S3C1 3 158
ANAMAI 21 ANAMA 4 426 421 446 275 23 300 116 1 1 60 60 0 RBS3206 S4C1 3 146
ANGELA 21 ANGEL 1 420 415 448 277 31 310 293 1 1 60 30 0 RBS3206 S1C1 3 138
ANGELB 21 ANGEL 2 420 415 448 277 31 310 293 1 1 60 50 0 RBS3206 S2C1 3 138
ANGELC 21 ANGEL 3 420 415 448 277 31 310 293 1 1 60 40 0 RBS3206 S3C1 3 138
ANGELD 21 ANGEL 1 418 413 446 282 31 315 293 1 1 60 30 0 RBS3206 S1C2 3 131
ANGELE 21 ANGEL 2 418 413 446 282 31 315 293 1 1 60 50 0 RBS3206 S2C2 3 131
ANGELF 21 ANGEL 3 418 413 446 282 31 315 293 1 1 60 40 0 RBS3206 S3C2 3 131
AOBIA 21 AOBI 1 421 417 446 261 27 290 210 1 1 80 50 0 RBS3206 S1C1 4 156
AOBIB 21 AOBI 2 421 417 446 271 27 300 210 1 1 80 40 0 RBS3206 S2C1 4 146
AOBIC 21 AOBI 3 421 417 446 271 27 300 210 1 1 80 60 0 RBS3206 S3C1 4 146
AOBID 21 AOBI 1 421 417 446 271 27 300 210 1 1 80 50 0 RBS3206 S1C2 4 146
AOBIE 21 AOBI 2 421 417 446 281 27 310 210 1 1 80 40 0 RBS3206 S2C2 4 136
AOBIF 21 AOBI 3 421 417 446 281 27 310 210 1 1 80 60 0 RBS3206 S3C2 4 136
AOBZELA 21 AOBZEL 1 402 398 430 278 30 310 118 1 1 60 30 0 RBS3206 S1C1 3 120
AOBZELB 21 AOBZEL 2 402 398 430 278 30 310 118 1 1 80 30 0 RBS3206 S2C1 2 120
AOBZELC 21 AOBZEL 3 402 398 430 278 30 310 118 1 1 60 50 0 RBS3206 S3C1 3 120
AOBZELD 21 AOBZEL 1 402 398 430 278 30 310 118 1 1 60 30 0 RBS3206 S1C2 3 120
AOBZELE 21 AOBZEL 2 402 398 430 278 30 310 118 1 1 80 30 0 RBS3206 S2C2 2 120
AOBZELF 21 AOBZEL 3 402 398 430 278 30 310 118 1 1 60 50 0 RBS3206 S3C2 3 120
APETERA 21 APETER 1 410 406 430 266 22 290 26 1 1 60 30 0 RBS3206M S1C1 5 140
APETERB 21 APETER 2 402 396 430 268 32 302 26 1 1 60 0 0 RBS3206M S2C1 5 128
APETERC 21 APETER 3 410 406 430 266 22 290 26 1 1 60 20 0 RBS3206M S3C1 5 140
APETERD 21 APETER 1 410 406 430 276 22 300 26 1 1 60 30 0 RBS3206M S1C2 5 130
APETERE 21 APETER 2 402 396 430 278 32 312 26 1 1 60 0 0 RBS3206M S2C2 5 118
APETERF 21 APETER 3 410 406 430 276 22 300 26 1 1 60 20 0 RBS3206M S3C2 5 130
APLAMAA 21 APLAMA 1 401 397 425 272 26 300 136 1 1 60 30 0 RBS3202 S1C1 3 125
APLAMAB 21 APLAMA 2 401 397 425 262 26 290 136 1 1 60 40 0 RBS3202 S2C1 3 135
APLAMAC 21 APLAMA 3 401 397 425 272 26 300 136 1 1 60 30 0 RBS3202 S3C1 3 125
APODUTA 21 APODUT 1 395 390 431 269 39 310 71 1 1 60 40 0 RBS3202 S1C1 5 121
APODUTB 21 APODUT 2 394 390 431 259 39 300 71 1 1 60 40 0 RBS3202 S2C1 5 131
APODUTC 21 APODUT 3 394 390 431 259 39 300 71 1 1 60 0 0 RBS3202 S3C1 5 131
APOLCEA 21 APOLCE 1 431 427 448 269 19 290 260 1 1 60 30 0 RBS3206 S1C1 5 158
APOLCEB 21 APOLCE 2 433 429 448 281 17 300 260 1 1 60 40 0 RBS3206 S2C1 5 148
APOLCEC 21 APOLCE 3 430 426 448 278 20 300 260 1 1 60 40 0 RBS3206 S3C1 5 148
APOLCED 21 APOLCE 1 429 425 446 289 19 310 260 1 1 60 30 0 RBS3206 S1C2 5 136
APOLCEE 21 APOLCE 2 431 429 448 291 17 310 260 1 1 60 40 0 RBS3206 S2C2 5 138
APOLCEF 21 APOLCE 3 428 424 446 278 20 300 260 1 1 60 40 0 RBS3206 S3C2 5 146
APOPTVA 21 APOPTV 1 412 408 448 250 38 290 30 1 1 80 40 0 RBS3206 S1C1 2 158
APOPTVB 21 APOPTV 2 412 408 448 250 38 290 30 1 1 80 50 0 RBS3206 S2C1 2 158
APOPTVC 21 APOPTV 3 412 408 448 260 38 300 30 1 1 80 30 0 RBS3206 S3C1 2 148
APOPTVD 21 APOPTV 1 411 406 446 260 38 300 30 1 1 80 40 0 RBS3206 S1C2 2 146
APOPTVE 21 APOPTV 2 411 406 446 260 38 300 30 1 1 80 50 0 RBS3206 S2C2 2 146
APOPTVF 21 APOPTV 3 411 406 446 270 38 310 30 1 1 80 30 0 RBS3206 S3C2 2 136
APOVSEA 21 APOVSE 1 369 365 430 255 63 320 79 1 1 80 40 0 RBS3206M S1C1 2 110
APOVSEB 21 APOVSE 2 369 365 430 255 63 320 79 1 1 80 50 0 RBS3206M S2C1 2 110
APOVSEC 21 APOVSE 3 369 365 430 255 63 320 79 1 1 80 50 0 RBS3206M S3C1 2 110
APOVSED 21 APOVSE 1 369 365 430 255 63 320 79 1 1 80 40 0 RBS3206M S1C2 2 110
APOVSEE 21 APOVSE 2 369 365 430 255 63 320 79 1 1 80 50 0 RBS3206M S2C2 2 110
APOVSEF 21 APOVSE 3 369 365 430 255 63 320 79 1 1 80 50 0 RBS3206M S3C2 2 110
APROGAA 21 APROGA 1 414 410 448 262 36 300 249 1 1 60 40 0 RBS3206 S1C1 3 148
APROGAB 21 APROGA 2 418 414 448 266 32 300 249 1 1 60 30 0 RBS3206 S2C1 3 148
APROGAC 21 APROGA 3 419 414 448 310 32 344 249 1 1 60 30 0 RBS3206 S3C1 3 104
APROGAD 21 APROGA 1 412 408 446 272 36 310 249 1 1 60 40 0 RBS3206 S1C2 3 136
APROGAE 21 APROGA 2 416 412 446 320 32 354 249 1 1 60 30 0 RBS3206 S2C2 3 92
APROGAF 21 APROGA 3 417 412 446 286 32 320 249 1 1 60 30 0 RBS3206 S3C2 3 126
APRZACA 21 APRZAC 1 419 415 446 269 29 300 229 1 1 60 0 0 RBS3206 S1C1 3 146
APRZACB 21 APRZAC 2 419 415 446 269 29 300 229 1 1 80 60 0 RBS3206 S2C1 2 146
APRZACC 21 APRZAC 3 419 415 446 269 29 300 229 1 1 60 60 0 RBS3206 S3C1 3 146
ARAKA 21 ARAK 1 416 412 448 274 34 310 20 1 1 80 40 0 RBS3206 S1C1 2 138
ARAKB 21 ARAK 2 416 412 448 254 34 290 20 1 1 80 40 0 RBS3206 S2C1 2 158
ARAKD 21 ARAK 1 414 410 446 279 34 315 20 1 1 80 40 0 RBS3206 S1C2 2 131
ARAKE 21 ARAK 2 414 410 446 264 34 300 20 1 1 80 40 0 RBS3206 S2C2 2 146
ARAKTKA 21 ARAKTK 1 407 403 431 262 26 290 50 1 1 80 30 0 RBS3202 S1C1 4 141
ARAKTKB 21 ARAKTK 2 407 403 431 272 26 300 50 1 1 80 50 0 RBS3202 S2C1 4 131
ARAKTKC 21 ARAKTK 3 407 403 431 262 26 290 50 1 1 80 40 0 RBS3202 S3C1 4 141
ARESEVA 21 ARESEV 1 445 441 460 281 17 300 281 1 1 60 40 0 RBS3206M S1C1 3 160
ARESEVB 21 ARESEV 2 445 441 460 281 17 300 281 1 1 60 50 0 RBS3206M S2C1 3 160
ARESEVC 21 ARESEV 3 445 441 460 281 17 300 281 1 1 60 50 0 RBS3206M S3C1 3 160
ARNCA 31 ARNC 1 433 430 431 269 1 270 1 0 0 0 0 0 RBS3202 S1C1 0 161
ARNCB 31 ARNC 2 433 429 430 269 1 270 1 0 0 0 0 0 RBS3202 S2C1 0 160
ARNCC 31 ARNC 3 433 429 430 269 1 270 1 0 0 0 0 0 RBS3202 S3C1 0 160
AROZNAA 21 AROZNA 1 405 401 430 279 29 308 73 0 0 60 0 0 RBS6201V2W S1C1 5 122
AROZNAB 21 AROZNA 2 405 401 430 279 29 308 73 0 0 60 0 0 RBS6201V2W S2C1 5 122
AROZNAC 21 AROZNA 3 405 401 430 269 29 298 73 0 0 60 0 0 RBS6201V2W S3C1 5 132
AROZNAD 21 AROZNA 1 405 401 430 248 29 277 73 0 0 60 0 0 RBS6201V2W S1C2 5 153
AROZNAE 21 AROZNA 2 405 401 430 248 29 277 73 0 0 60 0 0 RBS6201V2W S2C2 5 153
AROZNAF 21 AROZNA 3 405 401 430 238 29 267 73 0 0 60 0 0 RBS6201V2W S3C2 5 163
ASAVLJA 21 ASAVLJ 1 413 409 446 253 35 290 47 1 1 80 40 0 RBS3206 S1C1 2 156
ASAVLJB 21 ASAVLJ 2 413 409 446 253 35 290 47 1 1 80 30 0 RBS3206 S2C1 2 156
ASAVLJC 21 ASAVLJ 3 413 409 446 263 35 300 47 1 1 80 30 0 RBS3206 S3C1 2 146
ASAVLJD 21 ASAVLJ 1 414 409 446 263 35 300 47 1 1 80 40 0 RBS3206 S1C2 2 146
ASAVLJE 21 ASAVLJ 2 414 409 446 263 35 300 47 1 1 80 30 0 RBS3206 S2C2 2 146
ASAVLJF 21 ASAVLJ 3 414 409 446 273 35 310 47 1 1 80 30 0 RBS3206 S3C2 2 136
ASAZUA 21 ASAZU 1 431 427 448 269 19 290 78 1 0 0 0 0 RBS3206 S1C1 0 158
ASAZUB 21 ASAZU 2 423 419 448 261 27 290 78 1 0 0 0 0 RBS3206 S2C1 0 158
ASAZUC 21 ASAZU 3 426 422 448 264 24 290 78 1 0 0 0 0 RBS3206 S3C1 0 158
ASAZUD 21 ASAZU 1 431 427 448 279 19 300 78 1 0 0 0 0 RBS3206 S1C2 0 148
ASAZUE 21 ASAZU 2 421 417 446 271 27 300 78 1 0 0 0 0 RBS3206 S2C2 0 146
ASAZUF 21 ASAZU 3 424 420 446 274 24 300 78 1 0 0 0 0 RBS3206 S3C2 0 146
ASEMEA 21 ASEME 1 416 412 448 274 34 310 51 1 1 60 10 0 RBS3206 S1C1 3 138
ASEMEB 21 ASEME 2 414 410 448 262 36 300 51 1 1 80 40 0 RBS3206 S2C1 2 148
ASEMEC 21 ASEME 3 394 390 448 252 56 310 51 1 1 60 30 0 RBS3206 S3C1 3 138
ASEMED 21 ASEME 1 414 410 446 279 34 315 51 1 1 60 10 0 RBS3206 S1C2 3 131
ASEMEE 21 ASEME 2 412 408 446 272 36 310 51 1 1 80 40 0 RBS3206 S2C2 2 136
ASEMEF 21 ASEME 3 392 388 446 257 56 315 51 1 1 60 30 0 RBS3206 S3C2 3 131
ASENCEA 21 ASENCE 1 430 426 448 308 20 330 138 1 1 80 50 0 RBS3206 S1C1 2 118
ASENCEB 21 ASENCE 2 423 419 448 301 27 330 138 1 1 80 50 0 RBS3206 S2C1 2 118
ASENTPA 21 ASENTP 1 421 417 425 302 8 310 61 0 0 100 0 0 RBS3202 S1C1 1 115
ASISKPA 21 ASISKP 1 419 415 446 269 29 300 241 1 1 60 50 0 RBS3206 S1C1 3 146
ASISKPB 21 ASISKP 2 419 415 446 259 29 290 241 1 1 60 50 0 RBS3206 S2C1 3 156
ASISKPC 21 ASISKP 3 419 415 446 269 29 300 241 1 1 60 40 0 RBS3206 S3C1 3 146
ASISKPD 21 ASISKP 1 419 415 446 279 29 310 241 1 1 60 50 0 RBS3206 S1C2 3 136
ASISKPE 21 ASISKP 2 419 415 446 269 29 300 241 1 1 60 50 0 RBS3206 S2C2 3 146
ASISKPF 21 ASISKP 3 419 415 446 279 29 310 241 1 1 60 40 0 RBS3206 S3C2 3 136
ASKZA 21 ASKZ 1 425 421 431 280 8 290 75 1 1 80 50 0 RBS3202 S1C1 4 141
ASKZB 21 ASKZ 2 425 421 431 280 8 290 75 1 1 80 50 0 RBS3202 S2C1 4 141
ASKZKA 21 ASKZK 1 417 413 431 272 16 290 76 1 1 80 50 0 RBS3202 S1C1 4 141
ASLOMA 21 ASLOM 1 427 420 446 274 24 300 66 1 1 80 60 0 RBS3206 S1C1 4 146
ASLOMB 21 ASLOM 2 428 423 448 275 23 300 66 1 1 80 40 0 RBS3206 S2C1 4 148
ASLOMC 21 ASLOM 3 428 423 448 275 23 300 66 1 1 80 40 0 RBS3206 S3C1 4 148
ASLOMD 21 ASLOM 1 424 420 446 264 24 290 66 1 1 80 60 0 RBS3206 S1C2 4 156
ASLOME 21 ASLOM 2 425 421 446 265 23 290 66 1 1 80 40 0 RBS3206 S2C2 4 156
ASLOMF 21 ASLOM 3 425 421 446 265 23 290 66 1 1 80 40 0 RBS3206 S3C2 4 156
ASMARA 21 ASMAR 1 398 394 425 269 29 300 117 1 1 80 40 0 RBS3202 S1C1 2 125
ASMARB 21 ASMAR 2 398 394 425 269 29 300 117 1 1 80 60 0 RBS3202 S2C1 2 125
ASMARC 21 ASMAR 3 398 394 425 269 29 300 117 1 1 80 30 0 RBS3202 S3C1 2 125
ASMARGA 21 ASMARG 1 423 418 448 280 28 310 15 1 1 60 30 0 RBS3206 S1C1 3 138
ASMARGB 21 ASMARG 2 422 418 448 260 28 290 15 1 1 60 20 0 RBS3206 S2C1 3 158
ASMARGC 21 ASMARG 3 422 418 448 260 28 290 15 1 1 60 0 0 RBS3206 S3C1 3 158
ASMARGD 21 ASMARG 1 421 416 446 285 28 315 15 1 1 60 30 0 RBS3206 S1C2 3 131
ASMARGE 21 ASMARG 2 421 416 446 270 28 300 15 1 1 60 20 0 RBS3206 S2C2 3 146
ASMARGF 21 ASMARG 3 421 416 446 270 28 300 15 1 1 60 0 0 RBS3206 S3C2 3 146
ASMARTA 21 ASMART 1 402 398 430 278 30 310 35 1 1 60 10 0 RBS3206M S1C1 5 120
ASMARTB 21 ASMART 2 403 399 430 259 29 290 35 1 1 60 20 0 RBS3206M S2C1 5 140
ASMARTC 21 ASMART 3 403 399 430 259 29 290 35 1 1 60 20 0 RBS3206M S3C1 5 140
ASMARTD 21 ASMART 1 402 398 430 283 30 315 35 1 1 60 10 0 RBS3206M S1C2 5 115
ASMARTE 21 ASMART 2 403 399 430 269 29 300 35 1 1 60 20 0 RBS3206M S2C2 5 130
ASMARTF 21 ASMART 3 403 399 430 269 29 300 35 1 1 60 20 0 RBS3206M S3C2 5 130
ASMELTA 21 ASMELT 1 387 383 430 253 45 300 10 1 1 80 30 0 RBS3216 S1C1 2 130
ASMELTB 21 ASMELT 2 417 413 430 273 15 290 10 1 1 80 60 0 RBS3216 S2C1 2 140
ASMELTC 21 ASMELT 3 387 383 430 253 45 300 10 1 1 80 40 0 RBS3216 S3C1 2 130
ASMELTD 21 ASMELT 1 387 383 430 263 45 310 10 1 1 80 30 0 RBS3216 S1C2 2 120
ASMELTE 21 ASMELT 2 417 413 430 283 15 300 10 1 1 80 60 0 RBS3216 S2C2 2 130
ASMELTF 21 ASMELT 3 387 383 430 263 45 310 10 1 1 80 40 0 RBS3216 S3C2 2 120
ASNEBEA 21 ASNEBE 1 393 390 422 268 30 300 322 1 1 60 50 0 RBS3202 S1C1 3 122
ASNEBEB 21 ASNEBE 2 403 399 431 268 30 300 322 1 1 60 40 0 RBS3202 S2C1 3 131
ASONCEA 21 ASONCE 1 430 425 425 260 0 260 83 0 0 0 0 0 RBS3202 S1C1 0 165
ASONCED 21 ASONCE 1 400 396 396 230 0 230 83 0 0 0 0 0 RBS3202 S1C2 0 166
