CELL, rnc, site, sec, maxpwr(rnc), zaresmoc(rbs), zaresmoc+kabel+asc, pilot, kabel, pilot+kabel, rbsid, asc, ret, maxtilt, tilt, mechanical, bazna, sect, antena
ASLOMC 31 ASLOM 3 427 423 446 255 23 280 66 1 1 80 40 0 RBS3206 S3C1 4
ASLOMD 31 ASLOM 1 424 420 444 264 24 290 66 1 1 80 60 0 RBS3206 S1C2 4
ASLOME 31 ASLOM 2 425 421 444 265 23 290 66 1 1 80 40 0 RBS3206 S2C2 4
ASLOMF 31 ASLOM 3 425 421 444 265 23 290 66 1 1 80 40 0 RBS3206 S3C2 4
ASMARA 31 ASMAR 1 398 394 423 269 29 300 117 1 1 80 40 0 RBS3202 S1C1 2
ASMARB 31 ASMAR 2 398 394 423 269 29 300 117 1 1 80 50 0 RBS3202 S2C1 2
ASMARC 31 ASMAR 3 398 394 423 269 29 300 117 1 1 80 30 0 RBS3202 S3C1 2
ASMARGA 31 ASMARG 1 422 418 446 286 28 316 15 1 1 60 30 0 RBS3206 S1C1 3
ASMARGB 31 ASMARG 2 422 418 446 260 28 290 15 1 1 60 20 0 RBS3206 S2C1 3
ASMARGC 31 ASMARG 3 422 418 446 260 28 290 15 1 1 60 0 0 RBS3206 S3C1 3
ASMARTA 31 ASMART 1 402 398 428 278 30 310 35 1 1 60 10 0 RBS3206M S1C1 5
ASMARTB 31 ASMART 2 403 399 428 259 29 290 35 1 1 60 20 0 RBS3206M S2C1 5
ASMARTC 31 ASMART 3 403 399 428 259 29 290 35 1 1 60 20 0 RBS3206M S3C1 5
ASMARTD 31 ASMART 1 402 398 428 283 30 315 35 1 1 60 10 0 RBS3206M S1C2 5
ASMARTE 31 ASMART 2 403 399 428 269 29 300 35 1 1 60 20 0 RBS3206M S2C2 5
ASMARTF 31 ASMART 3 403 399 428 269 29 300 35 1 1 60 20 0 RBS3206M S3C2 5
ASMELTA 31 ASMELT 1 387 383 428 253 45 300 10 1 1 80 30 0 RBS3216 S1C1 2
ASMELTB 31 ASMELT 2 417 413 428 273 15 290 10 1 1 80 60 0 RBS3216 S2C1 2
ASMELTC 31 ASMELT 3 387 383 428 253 45 300 10 1 1 80 40 0 RBS3216 S3C1 2
ASMELTD 31 ASMELT 1 387 383 428 263 45 310 10 1 1 80 30 0 RBS3216 S1C2 2
ASMELTE 31 ASMELT 2 417 413 428 283 15 300 10 1 1 80 60 0 RBS3216 S2C2 2
ASMELTF 31 ASMELT 3 387 383 428 263 45 310 10 1 1 80 40 0 RBS3216 S3C2 2
ASONCEA 31 ASONCE 1 371 367 395 242 28 272 83 0 0 0 0 0 RBS3202 S1C1 0
ASONCED 31 ASONCE 1 370 366 394 192 28 222 83 0 0 0 0 0 RBS3202 S1C2 0
ASOSTRA 31 ASOSTR 1 414 410 444 264 34 300 237 1 1 80 50 0 RBS3206 S1C1 2
ASOSTRB 31 ASOSTR 2 414 410 444 264 34 300 237 1 1 80 10 0 RBS3206 S2C1 2
ASOSTRC 31 ASOSTR 3 414 410 444 264 34 300 237 1 1 80 60 0 RBS3206 S3C1 2
ASOSTRD 31 ASOSTR 1 414 410 444 274 34 310 237 1 1 80 50 0 RBS3206 S1C2 2
ASOSTRE 31 ASOSTR 2 414 410 444 274 34 310 237 1 1 80 10 0 RBS3206 S2C2 2
ASOSTRF 31 ASOSTR 3 414 410 444 274 34 310 237 1 1 80 60 0 RBS3206 S3C2 2
ASPARA 31 ASPAR 1 407 403 446 265 43 310 84 1 1 80 50 0 RBS3206 S1C1 2
ASPARB 31 ASPAR 2 388 384 446 256 62 320 84 1 1 80 40 0 RBS3206 S2C1 2
ASPARC 31 ASPAR 3 452 448 448 320 0 322 84 0 0 80 0 0 RBS3206 S3C1 2
ASPARD 31 ASPAR 1 405 401 444 270 43 315 84 1 1 80 50 0 RBS3206 S1C2 2
ASPARE 31 ASPAR 2 386 382 444 256 62 320 84 1 1 80 40 0 RBS3206 S2C2 2
ASPARF 31 ASPAR 3 450 446 446 320 0 322 84 0 0 80 0 0 RBS3206 S3C2 2
ASTARAA 31 ASTARA 1 415 411 431 240 20 262 86 0 0 0 0 0 RBS3202 S1C1 0
ASTEGA 31 ASTEG 1 417 413 444 257 31 290 44 1 1 60 40 0 RBS3206 S1C1 3
ASTEGB 31 ASTEG 2 416 412 444 246 32 280 44 1 1 60 50 0 RBS3206 S2C1 3
ASTEGC 31 ASTEG 3 419 415 444 259 29 290 44 1 1 60 30 0 RBS3206 S3C1 3
ASTEGD 31 ASTEG 1 417 413 444 267 31 300 44 1 1 60 40 0 RBS3206 S1C2 3
ASTEGE 31 ASTEG 2 416 412 444 256 32 290 44 1 1 60 50 0 RBS3206 S2C2 3
ASTEGF 31 ASTEG 3 419 415 444 269 29 300 44 1 1 60 30 0 RBS3206 S3C2 3
ASTEPA 31 ASTEP 1 404 400 428 270 28 300 134 1 1 80 20 0 RBS3216 S1C1 2
ASTEPB 31 ASTEP 2 404 400 428 270 28 300 134 1 1 80 30 0 RBS3216 S2C1 2
ASTEPC 31 ASTEP 3 404 400 428 270 28 300 134 1 1 80 50 0 RBS3216 S3C1 2
ASTEPD 31 ASTEP 1 404 400 428 280 28 310 134 1 1 80 20 0 RBS3216 S1C2 2
ASTEPE 31 ASTEP 2 404 400 428 280 28 310 134 1 1 80 30 0 RBS3216 S2C2 2
ASTEPF 31 ASTEP 3 404 400 428 280 28 310 134 1 1 80 50 0 RBS3216 S3C2 2
ASTRALA 31 ASTRAL 1 388 384 423 259 39 300 202 1 0 60 0 0 RBS3202 S1C1 5
ASTRALB 31 ASTRAL 2 410 406 423 261 17 280 202 1 1 60 30 0 RBS3202 S2C1 5
ASTRALC 31 ASTRAL 3 410 406 423 271 17 290 202 1 1 60 30 0 RBS3202 S3C1 5
ATABORA 31 ATABOR 1 421 417 446 279 29 310 77 1 1 80 80 0 RBS3206 S1C1 2
ATABORB 31 ATABOR 2 422 418 446 260 28 290 77 1 1 80 60 0 RBS3206 S2C1 2
ATABORC 31 ATABOR 3 422 418 446 280 28 310 77 1 1 80 80 0 RBS3206 S3C1 2
ATABORD 31 ATABOR 1 419 415 444 259 29 290 77 1 1 80 80 0 RBS3206 S1C2 2
ATABORE 31 ATABOR 2 420 416 444 270 28 300 77 1 1 80 60 0 RBS3206 S2C2 2
ATABORF 31 ATABOR 3 420 416 444 260 28 290 77 1 1 80 80 0 RBS3206 S3C2 2
ATACGDA 31 ATACGD 1 428 424 446 281 22 305 43 1 1 80 30 0 RBS3206 S1C1 2
ATACGDB 31 ATACGD 2 427 423 446 275 23 300 43 1 1 80 50 0 RBS3206 S2C1 2
ATACGDC 31 ATACGD 3 424 420 446 272 26 300 43 1 1 80 30 0 RBS3206 S3C1 2
ATACGDD 31 ATACGD 1 426 422 444 276 22 300 43 1 1 80 30 0 RBS3206 S1C2 2
ATACGDE 31 ATACGD 2 425 421 444 275 23 300 43 1 1 80 50 0 RBS3206 S2C2 2
ATACGDF 31 ATACGD 3 422 418 444 272 26 300 43 1 1 80 30 0 RBS3206 S3C2 2
ATEGRA 31 ATEGR 1 405 401 429 260 28 290 12 1 1 60 60 0 RBS3202 S1C1 3
ATEGRB 31 ATEGR 2 405 401 429 260 28 290 12 1 1 60 20 0 RBS3202 S2C1 3
ATEGRC 31 ATEGR 3 405 401 429 260 28 290 12 1 1 60 60 0 RBS3202 S3C1 3
ATEHNOA 31 ATEHNO 1 450 446 446 280 0 282 286 0 0 0 0 0 RBS3206M S1C1 0
ATIVOA 31 ATIVO 1 418 414 446 258 32 292 23 0 0 60 0 0 RBS3206 S1C1 5
ATIVOB 31 ATIVO 2 418 414 446 258 32 292 23 0 0 60 0 0 RBS3206 S2C1 5
ATIVOC 31 ATIVO 3 416 412 446 266 34 302 23 0 0 60 0 0 RBS3206 S3C1 5
ATLKA 31 ATLK 1 429 425 425 270 0 272 176 0 0 100 0 0 RBS3202 S1C1 1
ATOMACA 31 ATOMAC 1 426 422 446 284 24 310 11 1 1 60 30 0 RBS3206 S1C1 5
ATOMACB 31 ATOMAC 2 426 422 446 274 24 300 11 1 1 60 30 0 RBS3206 S2C1 5
ATOMACC 31 ATOMAC 3 426 422 446 274 24 300 11 1 1 60 40 0 RBS3206 S3C1 5
ATOMACD 31 ATOMAC 1 424 420 444 289 24 315 11 1 1 60 30 0 RBS3206 S1C2 5
ATOMACE 31 ATOMAC 2 424 420 444 284 24 310 11 1 1 60 30 0 RBS3206 S2C2 5
ATOMACF 31 ATOMAC 3 424 420 444 284 24 310 11 1 1 60 40 0 RBS3206 S3C2 5
ATOPLAA 31 ATOPLA 1 404 400 444 254 44 300 25 1 1 80 30 0 RBS3206 S1C1 2
ATOPLAB 31 ATOPLA 2 396 392 444 246 52 300 25 1 1 80 20 0 RBS3206 S2C1 2
ATOPLAC 31 ATOPLA 3 395 391 444 255 53 310 25 1 1 80 30 0 RBS3206 S3C1 2
ATOPLAD 31 ATOPLA 1 404 400 444 264 44 310 25 1 1 80 30 0 RBS3206 S1C2 2
ATOPLAE 31 ATOPLA 2 396 392 444 261 52 315 25 1 1 80 20 0 RBS3206 S2C2 2
ATOPLAF 31 ATOPLA 3 395 391 444 260 53 315 25 1 1 80 30 0 RBS3206 S3C2 2
ATOPNIA 31 ATOPNI 1 398 394 430 264 36 302 9 0 0 80 0 0 RBS3216 S1C1 2
ATOPNIB 31 ATOPNI 2 398 394 430 264 36 302 9 0 0 80 0 0 RBS3216 S2C1 2
ATOPNIC 31 ATOPNI 3 398 394 430 264 36 302 9 0 0 80 0 0 RBS3216 S3C1 2
ATOPNID 31 ATOPNI 1 398 394 430 274 36 312 9 0 0 80 0 0 RBS3216 S1C2 2
ATOPNIE 31 ATOPNI 2 398 394 430 274 36 312 9 0 0 80 0 0 RBS3216 S2C2 2
ATOPNIF 31 ATOPNI 3 398 394 430 264 36 302 9 0 0 80 0 0 RBS3216 S3C2 2
ATOTRAA 31 ATOTRA 1 403 399 423 264 24 290 165 1 1 80 20 0 RBS3202 S1C1 2
ATOTRAB 31 ATOTRA 2 403 399 423 264 24 290 165 1 1 80 20 0 RBS3202 S2C1 2
ATRNOVA 31 ATRNOV 1 420 416 446 248 30 280 65 1 1 60 60 0 RBS3206 S1C1 5
ATRNOVB 31 ATRNOV 2 398 394 446 246 52 300 65 1 1 60 50 0 RBS3206 S2C1 5
ATRNOVC 31 ATRNOV 3 420 416 446 268 30 300 65 1 1 60 50 0 RBS3206 S3C1 5
ATRNOVD 31 ATRNOV 1 418 414 444 258 30 290 65 1 1 60 60 0 RBS3206 S1C2 5
ATRNOVE 31 ATRNOV 2 396 392 444 256 52 310 65 1 1 60 50 0 RBS3206 S2C2 5
ATRNOVF 31 ATRNOV 3 418 414 444 278 30 310 65 1 1 60 50 0 RBS3206 S3C2 5
ATRUBA 31 ATRUB 1 408 404 428 264 24 290 37 1 1 80 30 0 RBS3216 S1C1 2
ATRUBB 31 ATRUB 2 408 404 428 254 24 280 37 1 1 80 40 0 RBS3216 S2C1 2
ATRUBC 31 ATRUB 3 408 404 428 264 24 290 37 1 1 80 40 0 RBS3216 S3C1 2
ATRUBD 31 ATRUB 1 408 404 428 274 24 300 37 1 1 80 30 0 RBS3216 S1C2 2
ATRUBE 31 ATRUB 2 408 404 428 264 24 290 37 1 1 80 40 0 RBS3216 S2C2 2
ATRUBF 31 ATRUB 3 408 404 428 274 24 300 37 1 1 80 40 0 RBS3216 S3C2 2
ATUNELA 31 ATUNEL 1 420 416 446 258 30 290 212 1 1 80 60 0 RBS3206 S1C1 4
ATUNELB 31 ATUNEL 2 420 416 446 283 30 315 212 1 1 80 80 0 RBS3206 S2C1 4
ATUNELC 31 ATUNEL 3 452 448 448 320 0 322 212 0 0 80 0 0 RBS3206 S3C1 4
ATUNELD 31 ATUNEL 1 418 414 444 268 30 300 212 1 1 80 60 0 RBS3206 S1C2 4
ATUNELE 31 ATUNEL 2 418 414 444 268 30 300 212 1 1 80 80 0 RBS3206 S2C2 4
ATUNELF 31 ATUNEL 3 450 446 446 320 0 322 212 0 0 80 0 0 RBS3206 S3C2 4
ATVSLOA 31 ATVSLO 1 416 412 429 271 17 290 68 1 1 60 50 0 RBS3202 S1C1 3
ATVSLOB 31 ATVSLO 2 402 398 429 257 31 290 68 1 1 60 50 0 RBS3202 S2C1 3
ATVSLOC 31 ATVSLO 3 397 393 429 242 36 280 68 1 1 60 50 0 RBS3202 S3C1 3
AURSKAA 31 AURSKA 1 403 399 428 269 29 300 7 1 1 80 20 0 RBS3206M S1C1 2
AURSKAB 31 AURSKA 2 396 392 430 252 38 292 7 0 0 0 0 0 RBS3206M S2C1 0
AURSKAC 31 AURSKA 3 403 399 428 269 29 300 7 1 1 80 30 0 RBS3206M S3C1 2
AURSKAD 31 AURSKA 1 403 399 428 279 29 310 7 1 1 80 20 0 RBS3206M S1C2 2
AURSKAE 31 AURSKA 2 396 392 430 262 38 302 7 0 0 0 0 0 RBS3206M S2C2 0
AURSKAF 31 AURSKA 3 403 399 428 279 29 310 7 1 1 80 30 0 RBS3206M S3C2 2
AVARNOA 31 AVARNO 1 404 400 428 280 28 310 21 1 1 80 30 0 RBS3216 S1C1 2
AVARNOB 31 AVARNO 2 404 400 428 280 28 310 21 1 1 80 20 0 RBS3216 S2C1 2
AVARNOC 31 AVARNO 3 404 400 428 280 28 310 21 1 1 80 20 0 RBS3216 S3C1 2
AVARNOD 31 AVARNO 1 404 400 428 285 28 315 21 1 1 80 30 0 RBS3216 S1C2 2
AVARNOE 31 AVARNO 2 404 400 428 285 28 315 21 1 1 80 20 0 RBS3216 S2C2 2
AVARNOF 31 AVARNO 3 404 400 428 285 28 315 21 1 1 80 20 0 RBS3216 S3C2 2
AVECNAA 31 AVECNA 1 421 417 444 271 27 300 240 1 1 60 50 0 RBS3106 S1C1 3
AVECNAB 31 AVECNA 2 421 417 444 271 27 300 240 1 1 60 60 0 RBS3106 S2C1 3
AVEGASA 31 AVEGAS 1 410 406 428 266 22 290 126 1 1 80 50 0 RBS3206M S1C1 4
AVEGASB 31 AVEGAS 2 410 406 428 266 22 290 126 1 1 80 30 0 RBS3206M S2C1 2
AVEGASC 31 AVEGAS 3 410 406 428 266 22 290 126 1 1 80 20 0 RBS3206M S3C1 2
AVEGASD 31 AVEGAS 1 410 406 428 276 22 300 126 1 1 80 50 0 RBS3206M S1C2 4
AVEGASE 31 AVEGAS 2 410 406 428 266 22 290 126 1 1 80 30 0 RBS3206M S2C2 2
AVEGASF 31 AVEGAS 3 410 406 428 276 22 300 126 1 1 80 20 0 RBS3206M S3C2 2
AVELANA 31 AVELAN 1 423 419 444 278 25 305 285 1 1 80 50 0 RBS3206M S1C1 2
AVELANB 31 AVELAN 2 426 422 444 286 22 310 285 1 1 60 50 0 RBS3206M S2C1 3
AVELANC 31 AVELAN 3 426 422 444 286 22 310 285 1 1 60 50 0 RBS3206M S3C1 3
AVEROVA 31 AVEROV 1 434 430 446 262 16 280 45 1 1 80 40 0 RBS3206 S1C1 2
AVEROVB 31 AVEROV 2 434 430 446 272 16 290 45 1 1 80 30 0 RBS3206 S2C1 2
AVEROVC 31 AVEROV 3 434 430 446 272 16 290 45 1 1 80 20 0 RBS3206 S3C1 2
AVEROVD 31 AVEROV 1 432 428 444 272 16 290 45 1 1 80 40 0 RBS3206 S1C2 2
AVEROVE 31 AVEROV 2 432 428 444 282 16 300 45 1 1 80 30 0 RBS3206 S2C2 2
AVEROVF 31 AVEROV 3 432 428 444 282 16 300 45 1 1 80 20 0 RBS3206 S3C2 2
AVEVCEA 31 AVEVCE 1 437 433 444 287 11 300 24 1 1 60 20 0 RBS3206 S1C1 5
AVEVCEB 31 AVEVCE 2 437 433 444 307 11 320 24 1 1 60 30 0 RBS3206 S2C1 5
AVEVCEC 31 AVEVCE 3 437 433 444 277 11 290 24 1 1 60 20 0 RBS3206 S3C1 5
AVEVCED 31 AVEVCE 1 437 433 444 297 11 310 24 1 1 60 20 0 RBS3206 S1C2 5
AVEVCEE 31 AVEVCE 2 437 433 444 307 11 320 24 1 1 60 30 0 RBS3206 S2C2 5
AVEVCEF 31 AVEVCE 3 437 433 444 287 11 300 24 1 1 60 20 0 RBS3206 S3C2 5
AVICA 31 AVIC 1 414 410 428 290 18 310 58 1 1 60 60 0 RBS3206 S1C1 3
AVICB 31 AVIC 2 414 410 428 290 18 310 58 1 1 60 30 0 RBS3206 S2C1 3
AVICC 31 AVIC 3 403 399 430 279 31 312 58 0 0 60 0 0 RBS3206 S3C1 3
AVICD 31 AVIC 1 414 410 428 295 18 315 58 1 1 60 60 0 RBS3206 S1C2 3
AVICE 31 AVIC 2 414 410 428 295 18 315 58 1 1 60 30 0 RBS3206 S2C2 3
AVICF 31 AVIC 3 403 399 430 284 31 317 58 0 0 60 0 0 RBS3206 S3C2 3
AVICTKA 31 AVICTK 1 401 397 423 282 26 310 152 1 1 60 40 0 RBS3202 S1C1 3
AVICTKB 31 AVICTK 2 402 398 423 283 25 310 152 1 1 60 30 0 RBS3202 S2C1 3
AVICTKC 31 AVICTK 3 395 391 423 276 32 310 152 1 1 80 50 0 RBS3202 S3C1 4
AVILAA 31 AVILA 1 425 421 448 283 27 312 115 0 0 80 0 0 RBS3206 S1C1 2
AVILAB 31 AVILA 2 425 421 448 273 27 302 115 0 0 80 0 0 RBS3206 S2C1 2
AVILAC 31 AVILA 3 425 421 448 283 27 312 115 0 0 80 0 0 RBS3206 S3C1 2
AVIZMAA 31 AVIZMA 1 403 399 420 277 21 300 52 1 1 80 10 0 RBS3202 S1C1 2
AVIZMAB 31 AVIZMA 2 412 408 429 287 21 310 52 1 1 80 37 0 RBS3202 S2C1 2
AVIZMAC 31 AVIZMA 3 412 408 429 277 21 300 52 1 1 80 60 0 RBS3202 S3C1 2
AVLADAA 31 AVLADA 1 412 408 429 287 21 310 33 1 1 80 70 0 RBS3202 S1C1 2
AVLADAB 31 AVLADA 2 412 408 429 287 21 310 33 1 1 80 50 0 RBS3202 S2C1 2
AVLADAC 31 AVLADA 3 412 408 429 287 21 310 33 1 1 80 30 0 RBS3202 S3C1 2
AVRHOA 31 AVRHO 1 400 396 423 281 27 310 146 1 1 60 40 0 RBS3202 S1C1 5
AVRHOB 31 AVRHO 2 400 396 423 281 27 310 146 1 1 60 30 0 RBS3202 S2C1 5
AVRHOC 31 AVRHO 3 400 396 423 281 27 310 146 1 1 60 30 0 RBS3202 S3C1 5
AVRHOVA 31 AVRHOV 1 417 413 444 277 31 310 13 1 1 80 50 0 RBS3206 S1C1 2
AVRHOVB 31 AVRHOV 2 417 413 444 277 31 310 13 1 1 80 50 0 RBS3206 S2C1 2
AVRHOVC 31 AVRHOV 3 417 413 444 277 31 310 13 1 1 80 45 0 RBS3206 S3C1 2
AVRHOVD 31 AVRHOV 1 417 413 444 282 31 315 13 1 1 80 50 0 RBS3206 S1C2 2
AVRHOVE 31 AVRHOV 2 417 413 444 282 31 315 13 1 1 80 50 0 RBS3206 S2C2 2
AVRHOVF 31 AVRHOV 3 417 413 444 282 31 315 13 1 1 80 45 0 RBS3206 S3C2 2
AZADOBA 31 AZADOB 1 416 412 429 281 17 300 41 1 1 60 30 0 RBS3202 S1C1 5
AZADOBB 31 AZADOB 2 417 413 429 282 16 300 41 1 1 60 30 0 RBS3202 S2C1 5
AZADOBC 31 AZADOB 3 420 416 429 285 13 300 41 1 1 60 30 0 RBS3202 S3C1 5
AZALOGA 31 AZALOG 1 425 421 446 273 25 300 55 1 1 60 10 0 RBS3206 S1C1 3
AZALOGB 31 AZALOG 2 433 429 446 291 17 310 55 1 1 60 20 0 RBS3206 S2C1 3
AZALOGC 31 AZALOG 3 425 421 446 273 25 300 55 1 1 60 20 0 RBS3206 S3C1 3
AZALOGD 31 AZALOG 1 423 419 444 283 25 310 55 1 1 60 10 0 RBS3206 S1C2 3
AZALOGE 31 AZALOG 2 431 427 444 296 17 315 55 1 1 60 20 0 RBS3206 S2C2 3
AZALOGF 31 AZALOG 3 423 419 444 283 25 310 55 1 1 60 20 0 RBS3206 S3C2 3
AZAPUZA 31 AZAPUZ 1 423 419 444 263 25 290 227 1 1 60 50 0 RBS3206 S1C1 5
AZAPUZB 31 AZAPUZ 2 423 419 444 263 25 290 227 1 1 60 40 0 RBS3206 S2C1 5
AZAPUZC 31 AZAPUZ 3 423 419 444 263 25 290 227 1 1 60 40 0 RBS3206 S3C1 5
AZELEZA 31 AZELEZ 1 407 403 428 278 25 305 291 1 1 60 40 0 RBS3206 S1C1 5
AZELEZB 31 AZELEZ 2 405 401 428 276 27 305 291 1 1 60 40 0 RBS3206 S2C1 5
AZELEZC 31 AZELEZ 3 405 401 428 276 27 305 291 1 1 60 40 0 RBS3206 S3C1 5
AZELEZD 31 AZELEZ 1 407 403 428 278 25 305 291 1 1 60 40 0 RBS3206 S1C2 5
AZELEZE 31 AZELEZ 2 405 401 428 276 27 305 291 1 1 60 40 0 RBS3206 S2C2 5
AZELEZF 31 AZELEZ 3 405 401 428 276 27 305 291 1 1 60 40 0 RBS3206 S3C2 5
AZIMAA 31 AZIMA 1 406 402 429 271 27 300 34 1 1 60 50 0 RBS3202 S1C1 5
AZIMAB 31 AZIMA 2 406 402 429 261 27 290 34 1 1 60 40 0 RBS3202 S2C1 5
AZIMAC 31 AZIMA 3 406 402 429 271 27 300 34 1 1 60 20 0 RBS3202 S3C1 5
AZITOA 31 AZITO 1 413 409 444 263 35 300 74 1 1 80 20 0 RBS3206 S1C1 2
AZITOB 31 AZITO 2 412 408 444 272 36 310 74 1 1 80 40 0 RBS3206 S2C1 2
AZITOC 31 AZITO 3 423 419 444 273 25 300 74 1 1 80 30 0 RBS3206 S3C1 2
AZITOD 31 AZITO 1 413 409 444 273 35 310 74 1 1 80 20 0 RBS3206 S1C2 2
AZITOE 31 AZITO 2 412 408 444 277 36 315 74 1 1 80 40 0 RBS3206 S2C2 2
AZITOF 31 AZITO 3 423 419 444 283 25 310 74 1 1 80 30 0 RBS3206 S3C2 2
CJASOVA 31 CJASOV 1 407 403 425 278 22 302 258 0 0 80 0 0 RBS3202 S1C1 2
CJASOVB 31 CJASOV 2 429 425 425 310 0 312 258 0 0 80 0 0 RBS3202 S2C1 2
CJELSEA 31 CJELSE 1 414 410 423 285 13 300 259 1 0 60 0 0 RBS3202 S1C1 5
CJELSEB 31 CJELSE 2 414 410 423 285 13 300 259 1 0 60 0 0 RBS3202 S2C1 5
COSREDA 31 COSRED 1 405 401 429 280 28 310 268 1 0 60 0 0 RBS3202 S1C1 3
COSREDB 31 COSRED 2 405 401 429 270 28 300 268 1 0 60 0 0 RBS3202 S2C1 3
CZAHOMA 31 CZAHOM 1 416 412 429 291 17 310 267 1 0 60 0 0 RBS3202 S1C1 3
CZIDEHA 31 CZIDEH 1 406 402 425 267 23 292 199 0 0 60 0 0 RBS3202 S1C1 5
GBOVECA 31 GBOVEC 1 397 393 423 298 30 330 103 1 0 60 0 0 RBS3202 S1C1 5
GBOVECB 31 GBOVEC 2 388 384 423 289 39 330 103 1 0 60 0 0 RBS3202 S2C1 5
GBOVECC 31 GBOVEC 3 397 393 423 278 30 310 103 1 0 60 0 0 RBS3202 S3C1 5
GCERTVA 31 GCERTV 1 398 394 423 279 29 310 191 1 0 60 0 0 RBS3202 S1C1 3
GCERTVB 31 GCERTV 2 403 399 423 294 24 320 191 1 0 60 0 0 RBS3202 S2C1 3
GCERTVC 31 GCERTV 3 403 399 423 274 24 300 191 1 0 60 0 0 RBS3202 S3C1 3
GIDRICA 31 GIDRIC 1 425 421 428 301 7 310 185 1 0 60 0 0 RBS3107 S1C1 5
GIDRICB 31 GIDRIC 2 425 421 428 301 7 310 185 1 0 60 0 0 RBS3107 S2C1 5
GIDRICC 31 GIDRIC 3 425 421 428 301 7 310 185 1 0 60 0 0 RBS3107 S3C1 5
GIDRICD 31 GIDRIC 1 425 421 428 306 7 315 185 1 0 60 0 0 RBS3107 S1C2 5
GIDRICE 31 GIDRIC 2 425 421 428 306 7 315 185 1 0 60 0 0 RBS3107 S2C2 5
GIDRICF 31 GIDRIC 3 425 421 428 306 7 315 185 1 0 60 0 0 RBS3107 S3C2 5
GKANOMA 31 GKANOM 1 409 405 423 290 18 310 280 1 0 60 0 0 RBS3202 S1C1 5
GKANOMB 31 GKANOM 2 409 405 423 290 18 310 280 1 0 60 0 0 RBS3202 S2C1 5
GKOBARA 31 GKOBAR 1 405 401 423 286 22 310 114 1 0 80 0 0 RBS3202 S1C1 2
GKOBARB 31 GKOBAR 2 405 401 423 286 22 310 114 1 0 80 0 0 RBS3202 S2C1 2
GSLIDRA 31 GSLIDR 1 421 423 446 310 23 335 290 1 0 60 0 0 RBS3206 S1C1 5
GSLIDRB 31 GSLIDR 2 421 423 446 310 23 335 290 1 0 60 0 0 RBS3206 S2C1 5
GTOLTKA 31 GTOLTK 1 399 400 428 280 28 310 173 1 0 80 0 0 RBS3206 S1C1 2
GTOLTKB 31 GTOLTK 2 399 400 428 280 28 310 173 1 0 60 0 0 RBS3206 S2C1 5
GTOLTKC 31 GTOLTK 3 399 400 428 280 28 310 173 1 0 60 0 0 RBS3206 S3C1 5
GTOLTKD 31 GTOLTK 1 400 400 428 280 28 310 173 1 0 80 0 0 RBS3206 S1C2 2
GTOLTKE 31 GTOLTK 2 400 400 428 280 28 310 173 1 0 60 0 0 RBS3206 S2C2 5
GTOLTKF 31 GTOLTK 3 400 400 428 280 28 310 173 1 0 60 0 0 RBS3206 S3C2 5
KACRONA 31 KACRON 1 401 397 423 272 26 300 147 1 1 60 30 0 RBS3202 S1C1 5
KACRONB 31 KACRON 2 401 397 423 272 26 300 147 1 1 60 30 0 RBS3202 S2C1 5
KACRONC 31 KACRON 3 401 397 423 272 26 300 147 1 1 60 20 0 RBS3202 S3C1 5
KBBELAA 31 KBBELA 1 403 399 423 274 24 300 178 1 0 60 0 0 RBS3202 S1C1 3
KBEGUNA 31 KBEGUN 1 399 395 423 280 28 310 91 1 0 60 0 0 RBS3202 S1C1 5
KBEGUNB 31 KBEGUN 2 399 395 423 280 28 310 91 1 0 60 0 0 RBS3202 S2C1 5
KBEGUNC 31 KBEGUN 3 399 395 423 280 28 310 91 1 0 60 0 0 RBS3202 S3C1 5
KBITNEA 31 KBITNE 1 410 406 429 274 23 299 275 1 1 80 30 0 RBS3202 S1C1 4
KBITNEB 31 KBITNE 2 410 406 429 280 23 305 275 1 1 80 40 0 RBS3202 S2C1 4
KBOHBIA 31 KBOHBI 1 396 392 423 277 31 310 112 1 0 80 0 0 RBS3202 S1C1 2
KBOHBIB 31 KBOHBI 2 396 392 423 277 31 310 112 1 0 80 0 0 RBS3202 S2C1 2
KBOHBIC 31 KBOHBI 3 396 392 423 277 31 310 112 1 0 80 0 0 RBS3202 S3C1 2
KBRDOA 31 KBRDO 1 435 431 444 315 13 330 139 1 0 60 0 0 RBS3206M S1C1 5
KBRDOB 31 KBRDO 2 435 431 444 315 13 330 139 1 0 60 0 0 RBS3206M S2C1 5
KBREZA 31 KBREZ 1 403 399 423 284 24 310 85 1 0 80 0 0 RBS3202 S1C1 4
KBREZB 31 KBREZ 2 406 402 423 287 21 310 85 1 0 80 0 0 RBS3202 S2C1 4
KBREZC 31 KBREZ 3 403 399 423 284 24 310 85 1 0 80 0 0 RBS3202 S3C1 4
KBRITOA 31 KBRITO 1 393 389 423 264 34 300 201 1 1 60 0 0 RBS3202 S1C1 3
KBRITOB 31 KBRITO 2 393 389 423 274 34 310 201 1 1 60 30 0 RBS3202 S2C1 3
KBRITOC 31 KBRITO 3 393 389 423 274 34 310 201 1 1 60 20 0 RBS3202 S3C1 3
KBRNIKA 31 KBRNIK 1 428 424 446 306 22 330 36 1 0 80 0 0 RBS3206 S1C1 4
